label,message,message_length
1,simpsons movie released july 2007 name band died start film agreen day bblue day cred day send b c,98
0,ok c ya,7
0,r u sam p eachother meet go 2 house,35
0,actually im waiting 2 weeks start putting ad,44
0,whos say hi drugdealer,22
0,show wot say could u c 4 dust,29
1,network operator service free cs visit 80488biz,47
0,check nuerologist,17
1,please call 08712402902 immediately urgent message waiting,58
0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning,103
0,popping ltgt ibuprofens help,28
0,great hear settling well whats happenin wit ola,47
0,know im lacking particular dramastorms details part im worried,62
0,cheers lou yeah goodnite shame u neva came c ya gailxx,54
0,whenevr ur sad whenevr ur gray remembr im 2 listn 2 watevr u wanna say jus walk wid little whileamp promise ill bring back ur smile,131
0,rounderso required,18
0,cos want thing,14
0,accidentally brought em home box,32
0,need lar jus testing e phone card dunno network gd thk waiting 4 sis 2 finish bathing bathe dun disturb u liao u cleaning ur room,129
0,yes trust u buy new stuff asap try,34
0,sent ur email id soon,21
0,haha heard text youre around,28
0,im stuck da middle da row da right hand side da lt,50
1,brand new mobile music service live free music player arrive shortly install phone browse content top artists,109
0,aah bless hows arm,18
0,aight still want get money,26
1,sms auction nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16,100
0,made eta taunton 1230 planned hope that‘s still okday good see xx,65
0,sending greetings joy happiness gr8 evening,43
0,speaking cash yet,17
0,yes pretty lady like single,27
0,whatever want know rules talk earlier week start happening showing responsibility yet every week bend rule way way whatever im tired thia argument every week ltgt movie doesnt inlude previews youre still getting 1,213
0,fine thats way u feel thats way gota b,40
0,well meant opposed drunken night,32
0,ok thanx,8
0,tonight yeah id,15
0,oops phone died didnt even know yeah like better,48
0,forgot tell ü smth ü like number sections clearer,49
1,money wining number 946 wot next,32
0,hes gonna worry nothing wont give money use,43
1,reply name address receive post weeks completely free accommodation various global locations wwwphb1com ph08700435505150p,121
0,somewhere fredericksburg,24
0,hope know im still mad,22
0,noi got rumour going buy apartment chennai,42
0,omg make wedding chapel frontierville get good stuff,52
0,arms fine hows cardiff uni,26
0,yo watching movie netflix,25
0,got c lazy type forgot ü lect saw pouch like v nice,51
0,available im like right around hillsborough amp ltgt th,55
0,todaysundaysunday holidayso work,32
0,come online today night,23
1,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt tcs,134
1,valued customer pleased advise following recent review mob awarded £1500 bonus prize call 09066368470,101
0,anytime,7
0,get step 2 outta way congrats,29
0,decided people care stuff vote caring stuff losers,50
0,lol ok ill try send warned sprint dead slow youll prolly get tomorrow,69
0,sure check yahoo email sent photos yesterday,44
1,want 750 anytime network mins 150 text new video phone five pounds per week call 08000776320 reply delivery tomorrow,116
0,yup thk r e teacher said make face look longer darren ask 2 cut short,69
0,lol could starve lose pound end day,35
0,hello little party animal thought id buzz friends grins reminding loved send naughty adoring kiss,97
0,think chennai well settled,26
0,dont talk ever ok word,22
0,lei,3
0,reach ur home ltgt minutes,26
0,ü noe ben going,15
0,cant right second gotta hit people first,40
0,im glad following dreams,24
0,ok watching tv,14
0,mmm fuck merry christmas,24
0,didnt complete gist oh,22
0,u mean u almost done done wif sleeping tot u going take nap yup send liao im picking ard 4 smth lor,99
0,ofcourse also upload songs,26
0,er yep sure props,17
1,records indicate u maybe entitled 5000 pounds compensation accident claim 4 free reply claim msg 2 stop txt stop,112
1,call 09095350301 send girls erotic ecstacy 60pmin stop texts call 08712460324 nat rate,86
0,1 go write msg 2 put dictionary mode 3cover screen hand 4press ltgt 5gently remove ur hand interesting,102
0,bookedthe hut also time way,27
1,congrats nokia 3650 video camera phone call 09066382422 calls cost 150ppm ave call 3mins vary mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,142
1,u r winner u ave specially selected 2 receive £1000 cash 4 holiday flights inc speak live operator 2 claim 0871277810710pmin 18,127
0,people game im mall iouri kaila,31
1,please call 08712402972 immediately urgent message waiting,58
0,love ya try budget money better babe gary would freak knew,58
0,u lousy run already come back half dead hee,43
1,private 2004 account statement 07742676969 shows 786 unredeemed bonus points claim call 08719180248 identifier code 45239 expires,129
0,boo time u get u supposed take shopping today,45
0,okie thanx,10
0,want kiss feel next,19
1,thanks ringtone order ref number k718 mobile charged £450 tone arrive please call customer services 09065069120,111
0,ok prob ill come lunch,22
0,ok bus come soon come otherwise tomorrow,40
0,nope c ü,8
0,need person give na,19
0,know hows anthony bringing money ive school fees pay rent stuff like thats need help friend need,96
0,haha cant tmr forfeit haha,26
0,hi princess thank pics pretty,29
0,leave wif lar ü wan carry meh heavy da num 98321561 familiar ü,62
0,seeking lady street freak sheets,32
1,txt call 86888 claim reward 3 hours talk time use phone subscribe6gbpmnth inc 3hrs 16 stoptxtstop wwwgambtv,107
0,dont think dont need going late school night especially one class one missed last wednesday probably failed test friday,119
0,heart empty without love mind empty without wisdom eyes r empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams,147
0,find way didnt include details,30
0,omg u know ate,14
0,actually sleeping still might u call back text gr8 rock sis send u text wen wake,80
0,anything lor u decide,21
0,nvm ok,6
0,okay going sleep later,22
0,die e toot fringe,17
0,come right ahmad,16
1,please call amanda regard renewing upgrading current tmobile handset free charge offer ends today tel 0845 021 3680 subject ts cs,129
0,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite,87
0,tell friends plan valentines day lturlgt,40
0,yeah thats thought lemme know anythings goin later,50
0,dont worry 1 day big lambu ji vl cometil enjoy batchlor party,61
0,got call landline number asked come anna nagar go afternoon,59
0,probably couple hours tops,26
0,cool breeze bright sun fresh flower twittering birds waiting wish u goodmorning amp nice day,92
0,ok u enjoy ur shows,19
0,de call time ill tell k,23
0,sure night menu know noon menu,30
0,gud ni8 dearslp welltake careswt dreamsmuah,43
0,ill sch fr 46 dun haf da book sch home,38
1,nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16,88
0,ki give kvb acc details,23
0,sleepingand surfing,19
0,prof passed papers sem congrats student enna kalaachutaarama prof gud mrng,74
0,cool last little getting time soon,34
0,pls tell nelson bbs longer comin money expecting aint coming,60
0,messages food,13
0,told number gautham,19
0,many days since,15
1,asked 3mobile 0870 chatlines inclu free mins india cust servs sed yes l8er got mega bill 3 dont giv shit bailiff due days £250 3 want £800,138
0,oh well c u later,17
0,short cute good person dont try prove gud noon,46
0,gr8 handle victoria island traffic plus whens album due,55
0,hey something came last min think wun signing tmr hee,53
0,keep seeing weird shit bein woah realising actually reasonable im oh,68
0,valuable affectionate loveable eternal noble truthful intimate natural enamous happy valentines day advance,107
0,compliments away system side,28
1,win £200 shopping spree every week starting 2 play text store 88039 skilgme tscs08714740323 1winawk age16 £150perweeksub,120
0,slept timeyou,13
0,actually getting ready leave house,34
0,happen tell truth,17
0,hello lover goes new job happy think wake slave send teasing kiss across sea,76
0,ok tell stay yeah tough optimistic things improve month,55
0,cant keep talking people sure pay agree price pls tell want really buy much willing pay,87
0,garage keys arent bookshelf,27
0,want finally lunch today,24
0,im home please call,19
0,hi u want join sts later meeting five call u class,50
1,congratulations ur awarded either £500 cd gift vouchers free entry 2 £100 weekly draw txt music 87066 tncs wwwldewcom 1 win150ppmx3age16,136
0,im sorry ive joined league people dont keep touch mean great deal friend times even great personal cost great week,114
0,rajipls favour pls convey birthday wishes nimya pls today birthday,66
0,guy kadeem hasnt selling since break know one guy hes paranoid fuck doesnt like selling without cant til late tonight,117
0,said okay sorry,15
0,tell friends plan valentines day lturlgt,40
0,want custom officer discount oh,31
0,im coming home 4 dinner,23
0,hi mobile ltgt added contact list wwwfullonsmscom great place send free sms people visit fullonsmscom,101
0,neva grumble sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei ü got lot work ar,106
0,e msg jus u said thanks gift,28
0,pls send address sir,20
0,aiya discuss later lar pick ü 4,31
0,think i‘m waiting bus inform get ever get,41
0,oh kafter placement ah,22
0,ok bag,6
1,dont prize go another customer tc wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back busy,109
0,sir receive account another 1hr time sorry delay,48
0,printer cool mean groovy wine groovying,39
1,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt,130
0,getting threats sales executive shifad raised complaint official message,72
1,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094594,87
0,remain unconvinced isnt elaborate test willpower,48
0,pls needs dat slowly vomit,26
0,sorry ill call later,20
0,cool fun practicing making babies,33
0,ok asked money far,18
0,yes posted couple pics fb theres still snow outside im waking,61
0,plan manage,11
1,eastenders tv quiz flower dot compare violet e tulip f lily txt e f 84025 4 chance 2 win £100 cash wkent150p16,110
0,ok theory test ü going book think 21 may coz thought wanna go jiayin isnt free,78
0,hey got mail,12
0,training tomorrow,17
0,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid caken wife,80
0,4 tacos 1 rajas burrito right,29
0,sorry cant help,15
0,ü takin linear algebra today,28
1,nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16,88
0,oh ic thought meant mary jane,29
1,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,101
0,havent seen facebook huh lol,28
1,heard u4 call 4 rude chat private line 01223585334 cum wan 2c pics gettin shagged text pix 8552 2end send stop 8552 sam xxx,123
0,sorry ill call later,20
0,im always looking excuse city,29
0,audrie lousy autocorrect,24
0,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas,83
1,rct thnq adrian u text rgds vatian,34
0,hope youve settled new school year wishin gr8 day,49
0,nicenicehow working,19
0,checked heading drop stuff,26
0,love one law make happy person love way friendship one law never make ur friend feel alone alive gud night,106
1,winner u specially selected 2 receive £1000 cash 4 holiday flights inc speak live operator 2 claim 0871277810810,112
0,sorry pain ok meet another night spent late afternoon casualty means havent done stuff42moro includes time sheets sorry,119
0,kyou girl waiting reception ah,30
0,hey ive booked 2 lessons sun liao,33
0,go n buy juz buy get lar,24
1,dear voucher holder next meal us use following link pc 2 enjoy 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp,117
0,po de need job aha,18
0,ok ill tell company,19
0,nice line said broken heart plz dont cum 1 times infront wise trust u good 9t,77
0,ill hand phone chat wit u,25
0,k come nordstrom youre done,27
0,world suffers lot violence bad people silence good people gud night,67
0,lol enjoy role playing much,27
0,u call alter 11 ok,18
0,woke yeesh late didnt fall asleep til ltgt,42
0,hiya probably coming home weekend next,38
0,yes princess toledo,19
0,didnt get anything da,21
0,tell bad character u dnt lik ill try change ltgt add tat 2 new year resolution waiting ur replybe frankgood morning,115
0,case guess ill see campus lodge,31
0,dear reach,10
0,picked receipt something earlier,32
0,want tell bad feel basically times text lately need drugs,57
0,thats honeymoon outfit,22
0,whats significance,18
0,aight ive set free think could text blakes address occurs im quite sure im thought,82
0,started skye,12
0,ü ü wan come come lor din c stripes skirt,41
0,friend shes studying warwick weve planned go shopping concert tmw may canceled havnt seen ages yeah get together sometime,121
0,also da feel yesterday night wait til 2day night dear,53
0,hey tmr maybe meet yck,22
0,hmmbad newshype park plaza 700 studio takenonly left 2 bedrm900,63
0,u workin overtime nigpun,24
0,thought didnt see,17
0,pete please ring meive hardly gotany credit,43
0,im going 4 lunch wif family aft dat go str 2 orchard lor,56
0,need coz never go,17
1,private 2003 account statement fone shows 800 unredeemed points call 08715203656 identifier code 42049 expires 261004,117
0,got tallent wasting,19
0,watching tv lor,15
0,feb ltgt love u day send dis ur valued frnds evn 3 comes back ull gt married person u luv u ignore dis u lose ur luv 4 evr,122
0,ok,2
0,dont know ask brother nothing problem thing told,48
0,u hiding stranger,17
0,company goodenvironment terrific food really nice,49
1,review keep fantastic nokia ngage game deck club nokia go 2 wwwcnupdatescomnewsletter unsubscribe alerts reply word,115
0,reverse cheating mathematics,28
0,nope forgot show next week,26
0,sorry ill call later,20
0,didnt u call lunch,18
0,hi finally completed course,27
1,enjoy jamster videosound gold club credits 2 new videosounds2 logosmusicnews get fun jamstercouk 16only help call 09701213186,125
0,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality wins,116
0,day class class,15
1,u win £100 music gift vouchers every week starting txt word draw 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription,136
0,hi durban still number,22
0,well like actually called someone punto woulda worse,52
0,please come imin towndontmatter urgoin outl8rjust reallyneed 2docdplease dontplease dontignore mycallsu thecd isvimportant tome 4 2moro,135
0,yes obviously eggspert potato head… speak soon,46
0,youre gonna way specific,24
1,moby pub quizwin £100 high street prize u know new duchess cornwall txt first name 82277unsub stop £150 008704050406 sp arrow,125
1,free message activate 500 free text messages replying message word free terms conditions visit www07781482378com,112
0,home watching tv lor,20
0,easy ahsen got selected means good,34
0,u got persons story,19
0,r meeting,9
0,oh yes like torture watching england,36
0,izzit still raining,19
0,pic please resend,17
0,moneyas youmoney aint thinghow sha,34
0,well watch shrek 3db,20
0,also andros ice etc etc,23
0,love u 2 little pocy bell sorry love u,38
0,u today,7
0,could seen mei didt recognise face,34
0,got arrested possession shit lttimegt pm,40
0,langport sorry ill probably bed 9pm sucks ill xmas go2sri lanka,63
0,ok go change also,17
1,want new nokia 3510i colour phone deliveredtomorrow 300 free minutes mobile 100 free texts free camcorder reply call 08000930705,128
1,last chance claim ur £150 worth discount vouchers today text shop 85023 savamob offers mobile cs savamob pobox84 m263uz £300 sub 16,131
0,shall come get pickle,21
0,hello wats talks email address,30
1,new mobiles 2004 must go txt nokia 89545 collect today £1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,111
0,u got persons story,19
0,consider walls bunkers shit important never play peaceful guess place high enough dont matter,93
0,see thought,11
0,ok,2
0,congrats kanowhr treat maga,27
0,ü say like dat dun buy ericsson oso cannot oredi lar,52
0,gain rights wifedont demand iti trying husband toolets see,58
0,uncle boye need movies oh guide plus know torrents particularly legal system slowing gr8 day plus started cos dont meet online honey moon,137
0,infact happy new year seeing,28
1,free2day sexy st georges day pic jordantxt pic 89080 dont miss every wk saucy celeb4 pics c pocketbabecouk 0870241182716 £3wk,125
0,sorry ill call later,20
0,cud u tell ppl im gona b bit l8 cos 2 buses hav gon past cos full im still waitin 4 1 pete x,92
0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,122
0,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano,140
0,hey happy birthday,18
0,number sir,10
1,free top ringtone sub weekly ringtoneget 1st week freesend subpoly 816183 per weekstop sms08718727870,101
0,thanx 4 e brownie v nice,24
1,thanks ringtone order reference number x49 mobile charged 450 tone arrive please call customer services 09065989182 colourredtextcolourtxtstar,142
0,k text youre way,16
1,please call customer service representative freephone 0808 145 4742 9am11pm guaranteed £1000 cash £5000 prize,109
0,oh mr sheffield wanna play game okay youre boss im nanny give raise ill give one,80
0,g says never answer texts confirmdeny,37
0,hi babe im home wanna something xx,34
0,hellohow u doingwhat u 2when u b moving flat cos need arrange pick lamp etc take care hello caroline,100
0,stop old man get build snowman snow angels snowball fights,58
0,ok juz receive,14
0,gorgeous keep pix cumming thank,31
0,gibbs unsoldmike hussey,23
0,siva hostel aha,15
1,spjanuary male sale hot gay chat cheaper call 08709222922 national rate 15pmin cheap 78pmin peak stop texts call 08712460324 10pmin,131
0,good stuff,10
0,hey check da listed da,22
0,remember,8
0,make time tonight whenever cool text whenever youre around,58
1,free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate tcs apply 08452810073 details 18,110
1,dear dave final notice collect 4 tenerife holiday 5000 cash award call 09061743806 landline tcs sae box326 cw25wx 150ppm,120
0,much cost approx per month,26
0,captain vijaykanth comedy captain tvhe drunken,46
0,lol would mom would fit tell whole family crazy terrible,56
0,wifehow knew time murder exactly,32
0,aight tomorrow around ltgt,26
0,cthen thk shd b enuff still got conclusion n contents pg n references ill b da contents pg n cover pg,101
0,guess pub im im happy pig clover whatever saying,48
0,u wearing,9
0,hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabooks 4 hrs last nite2 today wrk,101
0,well im computerless time make oreo truffles,44
0,mobile numberpls sms ur mail idconvey regards achanammarakheshqatar,67
0,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply,101
1,tried call reply sms video mobile 750 mins unlimited text free camcorder reply call 08000930705,95
0,think move ltgt week,20
0,im class get text,17
0,sounds gd haha wah u yan jiu fast liao,38
0,call times job today ok umma ask speed,38
0,well done luv ya,16
0,much dirty fellow,17
0,get ten billion calls texts help god,36
0,ok much though hm friday cant wait dunno wot hell im gonna another 3 weeks become slob oh wait already done,107
0,prabhaim sorydarealyfrm heart im sory,37
0,dare stupid wont tell anything hear wont talk,45
1,come takes little time child afraid dark become teenager wants stay night,73
0,awww dat sweet think something nice time tonight ill probably txt u later cos im lonely xxx,91
0,many people seems special first sight remain special till last sight maintain till life ends shjas,98
0,sun ah thk mayb dun anythin thk book e lesson e pilates orchard mrt u noe hor,77
0,search 4 happiness 1 main sources unhappiness accept life way comes u find happiness every moment u live,104
1,urgent last weekends draw shows £1000 cash spanish holiday call 09050000332 claim tc rstm sw7 3ss 150ppm,104
0,s8 min go lunch,15
1,ripped get mobile content wwwclubmobycom call 08717509990 polytruepixringtonesgames six downloads 3,99
0,dont worry guess hes busy,25
0,ya came ago,11
0,ok msg u b4 leave house,23
0,thanx 4 puttin da fone,22
0,aiyah e rain like quite big leh drizzling least run home,56
0,way office da,13
0,nothing,7
0,yeah confirmed staying weekend,30
0,didnt search online let know,28
0,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear,132
0,today going college able atten class,36
0,good morning princess happy new year,36
0,u ask darren go n pick u lor oso sian tmr haf 2 meet lect,57
0,yet chikkuwat abt u,19
0,want kfc tuesday buy 2 meals 2 gravy 2 mark 2,45
0,emailed yifeng part oredi ü get fr,34
0,dunno lei neva say,18
0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night,102
0,let know changes next 6hrs even appendix age range however impossible chill let know 6hrs,89
0,enjoy ur life good night,24
0,probably gonna see later tonight lt,35
0,went pay rent go bank authorise payment,39
0,u download fring app,20
0,gud mrng dear nice day,22
0,get home,8
0,escape theatre going watch kavalan minutes,42
0,dont pick call something important tell hrishi,46
0,askd u question hours answer,28
0,k fyi x ride early tomorrow morning hes crashing place tonight,62
1,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins 1000 txt orange call mobileupd8 08000839402 call2optout4qf2,136
0,hello beautiful r u ok ive kinda ad row wiv walked pub wanted night wiv u miss u,80
0,aight im chillin friends room text youre way,44
0,ok sure time tho sure get library class try see point good eve,62
0,cheers message zogtorius ive staring phone age deciding whether text,69
0,alright took morphine back yo,29
0,1s finish meeting call,22
1,free 1st week no1 nokia tone 4 ur mob every week txt nokia 87077 get txting tell ur mates zed pobox 36504 w45wq norm150ptone 16,127
0,means got epi shes fine shes,28
0,jos ask u wana meet,19
0,mah b ill pick tomorrow,23
0,sea lays rock rock envelope envelope paper paper 3 words,56
0,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose,104
0,ready big day tomorrow,22
0,friendship game play word say doesnt start march ends may tomorrow yesterday today e,84
1,wan2 win meetgreet westlife 4 u m8 currently tour 1unbreakable 2untamed 3unkempt text 12 3 83049 cost 50p std text,114
0,brother transfered ltgt ltgt pa,31
0,ill 3 mins look,15
0,wewa 130 iriver 255 128 mb,26
0,oh love soooo good hear omg missed much today im sorry problems provider thank tming,84
0,thank callingforgot say happy onam sirjii fine remembered met insurance personmeet qatar insha allahrakhesh ex tata aig joined tisscotayseer,140
0,hope great day,14
0,whats bruv hope great break rewarding semester,46
0,thank baby cant wait taste real thing,37
0,sian aft meeting supervisor got work 2 liao u working,53
1,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k,89
0,pls give food preferably pap slowly loads sugar take hour give water slowly,75
0,hmmmy uncle informed hes paying school directly pls buy food,60
0,hey want anything buy,21
0,last thing ever wanted hurt didnt think would youd laugh embarassed delete tag keep going far knew wasnt even fact even felt like would hurt shows really dont know messy wednesday wasnt bad problem time clean choose skype take pictures sleep want go dont mind things dont make bed throw laundry top cant friend house im embarassed theres underwear bras strewn bed pillows floor thats something else used good least making bed,425
0,get opinion something first,27
0,guessin aint gonna 9,20
0,ü log 4 wat sdryb8i,19
0,check maili mailed varma kept copy regarding membershiptake careinsha allah,75
1,adult 18 content video shortly,30
0,aathiwhere dear,15
0,get door im,11
1,please call 08712402779 immediately urgent message waiting,58
0,good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss across sea,98
0,awesome gonna soon later tonight,32
0,shes borderline yeah whatever,29
0,hope ur head doesnt hurt 2 much ploughing way pile ironing staying chinky tonight come round like,97
0,length e e top shorter n got fringe thk im going liao lazy dun wan 2 distract u also,84
0,u wan 2 come dinner tonight,27
0,like hotel dusk game think solve puzzles area thing,51
0,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl,111
0,sorry grocers,13
0,searching good dual sim mobile pa,33
0,dunno juz askin cos got card got 20 4 salon called hair sense tot da one ü cut ur hair,86
0,i‘m going try 2 months ha ha joking,35
0,reading gud habit nan bari hudgi yorge pataistha ertini kano,60
0,hello news job making wait fifth week yeah im woozles weasels exeter still home 3,81
0,regret inform u nhs made mistakeu never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 inconvenience,127
0,jus hope true missin cos im really missin havent done anything feel guilty yet,78
1,msg mobile content order resent previous attempt failed due network error queries customersqueriesnetvisionukcom,112
0,sorry c ur msg yar lor poor thing 4 one night tmr ull brand new room 2 sleep,76
0,esplanade lor else,18
0,e best 4 ur driving tmr,23
1,free messagethanks using auction subscription service 18 150pmsgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270,135
0,dont want hear philosophy say happen,36
0,mum went 2 dentist,18
0,seriously spell name,20
0,money issue weigh thanks breathe easier ill make sure dont regret thanks,72
0,lol trying make day little interesting,38
1,freemsg hey darling 3 weeks word back id like fun still tb ok xxx std chgs send £150 rcv,88
0,jus chillaxin,13
0,wont wats wit guys,18
0,ok lor early still project meeting,34
0,carlosll minute still need buy,30
0,haha think,10
0,oh yes ive little weather ive kind coccooning home,50
0,getting anywhere damn job hunting,33
0,er mw im filled tuth aight,26
0,otherwise part time job natuition,33
0,much r ü willing pay,20
0,part checking iq,16
0,ard 530 lor ok message ü lor,28
0,money 4 steve mate,18
0,small problem auctionpunj asking tiwary,39
0,ok called mom instead fun,25
0,little meds say take every 8 hours 5 pain back took another hope dont die,73
0,said anything wrong sorry de,28
0,oh k come tomorrow,18
1,urgent urgent 800 free flights europe give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm,126
0,u dont know stubborn didnt even want go hospital kept telling mark im weak sucker hospitals weak suckers,104
0,means february april ill getting place stay dont hustle back forth audition season since sister moved away harlem,113
0,oic better quickly go bathe n settle,36
0,princess,8
0,erutupalam thandiyachu,22
0,k 2marrow coming class,22
0,yeah theres barely enough room two us x many fucking shoes sorry man see later,78
0,hey around ive got enough half ten owe,38
0,finally match heading towards draw prediction,45
1,free entry gr8prizes wkly comp 4 chance win latest nokia 8800 psp £250 cash every wktxt great 80878 httpwwwgr8prizescom 08715705022,131
0,phone,5
0,otherwise part time job natuition,33
0,sorry missed call please call back,34
0,good good billy mates gone jogging enjoy concert,48
0,ill b soon,10
0,ü predict wat time üll finish buying,36
0,im inside officestill filling formsdon know leave,49
0,hey r ü still online ive finished formatting,44
0,kkthis month kotees birthday know,33
0,lol ok ill snatch purse,23
0,dont know shes getting messages,31
1,free entry £250 weekly comp send word enter 84128 18 tc wwwtextcompcom cust care 08712405020,92
1,someone u know asked dating service 2 contact cant guess call 09058091854 revealed po box385 m6 6wu,99
0,oh great ill disturb talk,25
0,u made appointment,18
0,u 2,3
0,hi baby im cruisin girl friend r u 2 give call hour home thats alright fone fone love jenny xxx,95
1,sunshine hols claim ur med holiday send stamped self address envelope drinks us uk po box 113 bray wicklow eire quiz starts saturday unsub stop,143
0,hi dahow todays class,21
0,hello handsome finding job lazy working towards getting back net mummy wheres boytoy miss,89
0,head straight,13
0,im going 4 dinner soon,22
0,r many modelsony ericson also der ltgt luks good bt forgot modl,63
0,also track lighters find,24
0,ü wait 4 sch finish ard 5,25
0,ur lecture,10
1,valentines day special win £1000 quiz take partner trip lifetime send go 83600 150pmsg rcvd custcare08718720201,111
0,tell need investigate anywhere,30
0,never wanted tell im short onedge late,38
1,dear voucher holder 2 claim 1st class airport lounge passes using holiday voucher call 08704439680 booking quote 1st class x 2,126
0,ive told everything stop dont let get dehydrated,48
0,missed call cause yelling scrappy miss u cant wait u come home im lonely today,78
0,doubt could handle 5 times per night case,41
0,lemme know swing pick im free basically time 1 semester,55
1,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 £150 sptyrone,96
0,lovely night wake see message hope smile knowing great morning,62
0,sorry battery died come im getting gram wheres place,52
0,aight call youre close,22
1,hi customer loyalty offerthe new nokia6650 mobile £10 txtauction txt word start 81151 get 4tctxt tc 150pmtmsg,109
0,many people seems special first sight remain special till last sight maintain till life ends take cr da,103
0,k call ah,9
0,means fat head,14
1,tried contact reply offer video handset 750 anytime networks mins unlimited text camcorder reply call 08000930705,113
0,room need,9
0,yup msg tat yijue tot group mate cos meeting today mah im askin ü leaving earlier wat mah cos mayb ü haf walk v far,115
0,great office today,18
0,youll never believe actually got taunton wow,44
1,awarded sipix digital camera call 09061221061 landline delivery within 28days cs box177 m221bp 2yr warranty 150ppm 16 p p£399,125
0,ltgt w jetton ave forgot,24
0,sorry cant help,15
0,single line big meaning miss anything 4 ur best life dont miss ur best life anything gud nyt,92
0,hey going lo lesson gym,23
0,lmao fun,8
0,hmm ill think ok youre forgiven,31
0,surely result offer,19
0,oh yes speak txt 2 u hmm u get email,36
0,well boy glad g wasted night applebees nothing,46
1,someone conacted dating service entered phone fancy youto find call landline 09111030116 pobox12n146tf15,104
0,hiya sorry didnt hav signal havent seen heard neither unusual ill put case get sort hugs snogs,94
0,wow v v impressed funs shopping,31
0,hey ad crap nite borin without ya 2 boggy u boring biatch thanx u wait til nxt time il ave ya,93
0,okay wait ah,12
0,hey hunonbus goin 2 meet wants 2go 4a meal donyt feel like cuz 2 get last bus homebut hes sweet latelyxxx,105
0,senthil group company apnt 5pm,30
0,still checked da,16
0,guai ü shd haf seen hes naughty ü free today go jogging,55
0,haha get used driving usf man know lot stoners,46
0,jason says cool pick place like hour,36
0,also sir sent email log usc payment portal ill send another message explain things back home great weekend,106
0,ya im referin meis ex wat ah waitin 4 u treat somebody shld b rich liaoso gd den u dun work frm tmr onwards,107
0,yup ü noe leh,13
1,specially selected receive 2000 pound award call 08712402050 lines close cost 10ppm 16 tcs apply ag promo,105
0,thanx birthday already,22
1,22 146tf150p,12
0,heard job im going wildlife talk tonight u want2come that2worzels wizzle whatever,81
0,hmmm mayb try e shoppin area one forgot e name hotel,52
0,ok,2
0,might come kerala 2 daysso prepared take leave finalise dont plan travel visitneed finish urgent works,102
0,ok thats cool either raglan rd edward rd behind cricket ground gimme ring ur closeby see tuesday,96
0,nope waiting sch 4 daddy,24
0,open door,9
0,maybe pressies,14
0,aiyah ok wat long got improve already wat,41
0,fuck babe miss already know cant let send money towards net need want crave,75
0,ok lar double check wif da hair dresser already said wun cut v short said cut look nice,87
0,ok come n pick u engin,22
0,drug able eat,13
0,printed oh ltgt come upstairs,29
0,plz note anyone calling mobile co amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn,166
0,road cant txt,13
